X_0,X_1,X_2,class
kind_4,17.16373327,6.348677827,0
kind_4,18.4302912,4.057703973,1
kind_2,23.13442179,6.423961396,1
kind_4,29.35000715,4.104739744,0
kind_2,27.62029899,4.196368426,1
kind_1,20.34559418,5.68589233,1
kind_4,24.73226314,4.057169406,1
kind_2,17.24644858,5.687982688,0
kind_1,17.17967061,6.424015982,1
kind_1,17.13523455,5.577935389,1
kind_4,19.19009916,4.057170219,0
kind_1,18.0800511,4.421819367,1
kind_3,17.8953075,5.246552234,0
kind_2,29.35982983,4.643315794,1
kind_1,19.31701886,6.42321065,1
kind_3,17.9383287,4.062940743,1
kind_4,21.56849306,4.438388284,0
kind_1,21.1523729,6.422089684,0
kind_3,20.12340401,4.057517343,1
kind_4,17.06808902,4.058958302,0
kind_3,17.25805922,4.058159837,0
kind_1,17.62436288,5.936920112,1
kind_4,17.53109629,4.057189432,0
kind_2,17.85478705,4.542302425,1
kind_4,17.01680621,4.058154265,0
kind_4,17.19515297,6.423857643,0
kind_1,17.08378793,4.057253557,1
kind_4,17.35097357,4.058146973,0
kind_1,18.07445825,6.424013525,1
kind_4,17.02925304,6.300669663,0
kind_3,17.33011886,6.424113642,0
kind_3,32.01903855,4.128836959,0
kind_4,20.61594207,5.524985369,0
kind_3,21.87930585,4.100295229,0
kind_3,21.19300514,6.409287884,0
kind_3,17.94503554,4.057169089,0
kind_2,28.55514086,4.591162614,1
kind_1,17.34965719,6.424112778,1
kind_2,17.11904559,4.744308231,0
kind_4,17.04475649,4.059993369,1
kind_4,17.37049956,6.424113241,0
kind_3,17.03426601,4.057172669,0
kind_3,28.17713806,4.071688607,0
kind_2,22.5899547,5.70743446,1
kind_1,26.50532202,4.062798681,1
kind_3,17.17633273,4.057179145,1
kind_1,17.15446733,4.977968446,1
kind_1,19.52821236,6.423951572,1
kind_3,21.67411339,6.42407228,0
kind_1,17.61919567,4.057404998,1
kind_3,23.78307992,6.008553936,0
kind_3,18.50314406,4.238944116,0
kind_3,38.15549852,4.057549914,0
kind_1,17.56315199,4.914881436,1
kind_3,30.88697779,4.057169027,0
kind_2,18.28427864,6.045789601,1
kind_1,17.94510208,6.415862734,1
kind_1,25.21047945,6.082853968,0
kind_1,20.18506708,4.55397148,1
kind_2,19.07004164,6.385556219,0
kind_3,18.23316304,4.057478083,1
kind_4,19.11193761,4.161072589,0
kind_2,17.25064669,6.423146087,0
kind_1,19.87105685,5.511982716,1
kind_2,18.13035687,4.058768634,0
kind_3,18.92262229,4.155468096,0
kind_2,17.93519621,4.057361522,0
kind_1,17.38637376,6.424098993,1
kind_3,36.07687949,6.396203686,1
kind_3,25.55245011,6.390061081,1
kind_1,20.81353225,6.417744476,1
kind_1,17.0023603,6.254257557,1
kind_1,24.19878666,6.320102132,1
kind_2,18.6754944,6.190952499,0
kind_3,17.86419374,4.057408417,0
kind_2,18.10885951,6.424099847,1
kind_3,20.23539157,5.3312366,1
kind_2,19.54485839,4.057169078,0
kind_4,17.22969536,4.057173215,0
kind_1,18.11078043,6.42411283,0
kind_3,25.67015269,4.057629237,0
kind_1,17.00167961,6.421412698,0
kind_2,19.34579754,6.424065026,0
kind_3,21.52970963,6.423715363,1
kind_2,21.03388775,6.423313454,0
kind_4,19.3491716,6.312036219,0
kind_2,19.96062953,6.422746751,0
kind_3,19.94865836,4.061195345,1
kind_1,18.35641965,6.423647606,1
kind_1,17.05477364,6.411127112,1
kind_3,18.19579565,4.057438184,1
kind_2,17.49904093,6.420561028,0
kind_3,17.71280303,4.147340162,0
kind_1,29.33501684,4.057214582,1
kind_1,17.52271265,6.413268606,1
kind_4,17.09669394,6.231475434,0
kind_3,19.6935185,4.758379789,0
kind_4,17.93247495,4.286605094,1
kind_1,16.99730028,6.424108394,1
kind_3,26.1434618,4.100393361,0
kind_4,17.01522104,6.388361826,0
kind_1,17.79625369,6.423988203,0
kind_1,17.2409579,4.057172413,1
kind_1,20.14124504,6.424111751,1
kind_1,23.20239997,6.3799577,0
kind_1,17.58538477,6.424108761,1
kind_3,21.27352194,6.424110186,0
kind_4,18.46871582,5.937291841,0
kind_1,21.55106094,5.701038677,1
kind_1,18.55653653,5.650062393,0
kind_1,17.43249903,6.336841417,1
kind_1,17.03115381,6.424113433,1
kind_3,17.00103691,6.290024231,0
kind_4,18.63605809,4.057170475,0
kind_1,17.70580116,6.347792741,1
kind_3,17.10795618,6.38886473,0
kind_2,22.01448993,4.057169095,1
kind_1,17.23419559,6.414100829,1
kind_3,30.83609144,6.394559602,0
kind_4,19.38540475,6.405678109,0
kind_2,18.84309997,4.057408188,0
kind_2,17.03641626,6.421111855,1
kind_4,21.73942478,6.407398683,0
kind_2,17.35567422,6.368654139,1
kind_1,17.16254334,5.138259089,1
kind_4,18.91771325,4.05716902,1
kind_2,16.99737018,4.075000415,1
kind_4,20.41172087,6.419229986,0
kind_1,19.13454201,6.383850155,1
kind_3,19.7571476,6.423110168,0
kind_4,18.02618536,6.424093808,0
kind_3,17.08081186,4.159592021,0
kind_4,41.45127115,6.42411223,1
kind_2,20.74858432,4.066085563,0
kind_4,17.06462381,4.057262358,0
kind_3,17.45739594,6.418122673,1
kind_2,33.18811368,6.42389861,1
kind_2,20.91896579,4.057173796,0
kind_2,22.89031773,6.424083525,0
kind_3,18.28744005,4.095688411,1
kind_3,20.4923038,6.173115108,1
kind_2,17.39573813,4.342397189,1
kind_3,18.60700537,4.062987749,0
kind_1,17.11299095,5.741485272,0
kind_1,25.01159877,6.28706728,1
kind_2,23.2067619,6.424113639,0
kind_1,18.14910172,6.400335724,1
kind_4,17.69727082,4.057169683,1
kind_1,17.24667394,5.416461538,1
kind_4,17.96849216,6.09460644,1
kind_3,17.53966312,6.422970596,0
kind_1,26.12451444,6.423920436,1
kind_1,17.08884712,6.385397717,1
kind_1,22.26398981,6.422824537,1
kind_4,40.31547131,4.05718385,0
kind_3,17.06369893,4.065083045,0
kind_2,25.12358011,4.179820788,0
kind_1,21.6963336,6.304244981,1
kind_4,17.46896864,6.205356822,0
kind_4,16.9973802,4.058102826,0
kind_3,17.20262852,4.059268614,1
kind_4,18.24200448,4.058407044,0
kind_4,18.42627055,4.057544697,0
kind_2,17.41173707,6.422080458,1
kind_1,17.47851666,6.424113352,1
kind_2,20.39984702,4.119565457,0
kind_2,17.60359948,4.62441613,0
kind_1,20.09240696,6.401702118,1
kind_2,17.97748503,6.365136478,0
kind_4,23.06298558,4.05726779,1
kind_1,21.54097388,6.423834013,0
kind_1,24.8997851,6.423335349,1
kind_4,19.78662368,4.057169536,0
kind_2,17.00784144,4.057170386,1
kind_4,19.17753332,4.063213874,0
kind_1,21.99725257,4.088008793,1
kind_4,18.3934924,6.424103225,0
kind_2,17.33660671,4.11053938,0
kind_1,17.68451389,6.377708565,0
kind_3,17.41715587,4.071096065,1
kind_4,17.0110996,6.393987289,1
kind_4,17.00248645,4.06037176,0
kind_2,18.12848468,6.422650712,0
kind_3,42.51738863,6.403921909,1
kind_4,18.69944091,4.663129631,1
kind_1,17.03744552,5.505992979,1
kind_1,19.43267091,6.265089582,1
kind_2,17.01222197,4.057425139,0
kind_4,17.15543019,4.057191,0
kind_1,17.10240877,6.424017635,1
kind_2,19.4922869,4.093749157,0
kind_4,20.29039871,4.057264211,1
kind_1,17.05247946,5.582024558,1
kind_1,21.10978441,6.42411109,1
kind_2,16.99880701,4.179947947,1
kind_3,42.85361178,4.130201396,0
kind_4,32.95684055,5.388114032,0
kind_3,19.04213028,6.365690068,1
kind_4,35.70662629,4.103508284,0
kind_3,17.28019034,6.424088954,1
kind_1,19.0657501,6.42121893,1
kind_2,17.78335615,6.307937619,1
kind_4,17.24672749,6.349749469,1
kind_1,17.05060109,6.423958152,1
kind_3,18.09403138,4.05717687,0
kind_4,19.26119674,4.058586648,0
kind_2,17.05591142,6.289777918,1
kind_4,17.32640429,4.057169251,0
kind_3,28.49283725,6.423016806,0
kind_3,19.05366237,6.215536853,0
kind_1,17.35169453,6.40693861,1
kind_4,20.29861987,4.059506235,0
kind_2,18.11281566,6.422283789,1
kind_4,17.78121021,6.394476633,0
kind_3,17.10716623,6.418027458,0
kind_2,17.06141578,6.419742104,0
kind_1,20.4038727,4.173874627,1
kind_3,21.73451243,4.05745265,1
kind_4,39.0119756,4.057168992,0
kind_4,20.03062732,4.057792266,1
kind_3,17.09856918,4.08704676,0
kind_3,17.19543849,4.065082938,0
kind_2,17.15141632,4.894558638,1
kind_1,25.97469938,6.424113304,1
kind_3,17.00076742,4.170204635,0
kind_3,26.30126166,6.393983801,1
kind_3,17.19056274,6.40950744,1
kind_1,31.56947387,6.424098906,1
kind_4,17.13419315,6.423840549,1
kind_2,17.58485867,4.420742626,0
kind_1,18.7122156,6.424113702,1
kind_3,26.85093913,6.423294172,0
kind_3,17.05594192,4.057209374,0
kind_3,17.05300188,4.142980435,1
kind_1,17.74150769,6.419346982,1
kind_4,17.36356446,6.387998135,0
kind_2,18.74913637,6.424108277,1
kind_4,21.20472436,6.368727675,0
kind_4,17.18561391,4.057177846,1
kind_1,24.10749509,4.070946582,1
kind_4,26.06442436,4.077112964,0
kind_2,17.06071593,4.058395015,0
kind_4,17.56970134,4.44378868,1
kind_2,17.69219026,6.424113725,1
kind_3,24.23773747,4.070784934,0
kind_1,24.31431836,6.41858043,1
kind_1,18.9446207,6.424008169,0
kind_1,17.17877996,6.423961716,1
kind_2,22.02378786,4.350300494,0
kind_1,17.88706402,6.420868052,1
kind_3,18.24744161,4.057203519,0
kind_1,18.79934247,6.424113302,1
kind_4,17.69590026,4.058784587,0
kind_2,17.09427518,4.057168992,0
kind_1,38.66085998,6.424108716,0
kind_4,17.75468053,5.73555371,0
kind_2,17.12991045,6.395353147,1
kind_3,18.77992843,6.275733772,1
kind_2,17.79643028,5.196476814,1
kind_2,18.76000762,5.354001521,0
kind_1,18.49715148,4.057886482,0
kind_1,19.99586472,6.422004744,1
kind_3,24.40382736,6.419513931,0
kind_1,23.01031417,6.424095241,1
kind_1,17.18535683,6.42068897,1
kind_4,21.63356119,4.107540079,0
kind_1,22.25533841,6.424096729,0
kind_2,19.66726723,6.406974148,0
kind_1,21.25219735,4.063450773,1
kind_3,24.69728057,4.057169601,0
kind_3,18.61297294,4.79448923,0
kind_1,19.85769587,4.057169035,1
kind_3,20.66463476,4.248622727,1
kind_3,36.73121341,4.057222631,0
kind_4,16.99795801,5.665126543,0
kind_1,17.68715952,4.059174782,1
kind_4,19.51466255,4.057170154,0
kind_3,23.54259782,4.95801532,0
kind_1,20.76360849,6.113806445,0
kind_3,17.40175633,4.10680827,0
kind_2,21.69716664,5.651323017,1
kind_2,24.47954727,6.422716533,0
kind_4,17.03495765,4.060950483,1
kind_1,17.00162215,4.398294599,1
kind_3,17.0637289,5.529880705,1
kind_3,18.28833745,6.420158845,0
kind_4,18.45510332,4.068059493,1
kind_1,18.81901767,6.402982595,1
kind_2,17.09659945,5.734002533,0
kind_3,17.80323445,6.42358186,0
kind_3,17.0761955,6.423924659,0
kind_1,19.27296255,4.665186394,1
kind_1,20.46167389,6.019367554,0
kind_4,17.94300403,6.320521453,1
kind_3,22.33439486,4.141966673,0
kind_3,27.68785787,6.423960131,0
kind_4,19.52979022,6.422488185,1
kind_2,17.85953499,4.945210864,1
kind_1,20.41988231,6.424098842,1
kind_4,17.65641761,4.058150121,0
kind_1,18.89810034,6.401984459,1
kind_2,18.06288549,5.517850879,1
kind_2,17.18043541,6.391975061,1
kind_4,18.43495866,6.423604279,0
kind_1,17.64042111,5.101706876,0
kind_4,18.17139034,4.061202729,0
kind_3,17.39202667,4.068921821,0
kind_3,17.03773986,4.196131385,0
kind_3,18.13087231,4.06691114,1
kind_4,22.81532702,4.434951734,0
kind_3,19.97533979,4.746662774,1
kind_1,18.54427766,4.05761602,1
kind_2,17.44701533,4.192996701,1
kind_3,20.1700648,6.424107504,0
kind_4,18.60334379,4.057179632,1
kind_1,17.70908072,6.254061729,1
kind_1,26.37708451,6.424098235,1
kind_1,30.20705965,6.424113727,0
kind_2,18.00223474,5.463391153,0
kind_2,19.12749058,4.057746115,0
kind_4,17.13486156,4.062383029,0
kind_4,17.10386814,4.057170274,0
kind_2,18.15438155,6.308978577,0
kind_1,17.00595286,4.102848482,1
kind_4,37.93568654,4.064338093,0
kind_4,17.00819563,4.057204962,0
kind_3,19.12803402,4.057169432,1
kind_3,17.88240843,4.060054172,1
kind_1,17.02343815,6.423195579,1
kind_4,17.28852283,4.057183168,0
kind_3,27.53940153,4.058661748,0
kind_3,17.18287701,5.712369549,0
kind_1,21.6411864,4.057168993,0
kind_1,24.33017693,6.418481068,1
kind_4,28.80192838,4.058986429,1
kind_1,18.19003816,6.42410466,1
kind_1,18.64283173,6.423971981,1
kind_2,17.08943818,6.42387788,1
kind_4,17.94784512,4.057462413,1
kind_3,25.119786,6.405465911,1
kind_4,17.82486676,4.057171207,0
kind_3,18.93929432,4.940926224,0
kind_1,29.70472807,4.068565722,1
kind_3,17.51962425,4.058713418,0
kind_3,17.13808891,6.341647528,1
kind_2,19.40515433,4.69574269,0
kind_1,18.23695028,6.386233863,1
kind_1,17.87195449,6.424112866,1
kind_4,16.99801285,4.05814639,0
kind_1,20.79781747,6.424112455,0
kind_4,17.66612548,6.360747948,0
kind_3,19.67205369,6.424020709,0
kind_2,17.30247939,6.352355326,1
kind_2,17.07703434,6.415219009,0
kind_2,17.66914449,6.350353616,1
kind_2,21.11782156,4.057169285,1
kind_1,17.04888337,5.730859095,1
kind_2,17.89428404,5.75437558,1
kind_3,26.11503115,4.459083378,1
kind_1,19.75552127,6.373719039,1
kind_1,18.61614067,4.50681388,1
kind_1,26.26694252,6.085692275,0
kind_1,22.19660882,4.057169361,1
kind_1,18.26012696,4.829878798,1
kind_2,17.20748446,4.05874996,0
kind_3,34.20562136,4.059978061,0
kind_2,17.84069815,4.105020892,0
kind_4,18.38729442,4.060104573,0
kind_4,31.09243774,4.057574642,0
kind_3,24.01555507,6.396879317,1
kind_2,20.53040091,4.085821041,0
kind_2,17.3695961,4.057170228,1
kind_1,19.23637706,5.860041142,1
kind_1,24.48395752,6.117501995,0
kind_4,24.36207129,4.057169591,0
kind_2,34.14256291,4.947878499,1
kind_3,18.39144334,4.103397195,0
kind_1,18.37127218,4.516883773,1
kind_4,17.43504467,4.057168995,0
kind_1,18.30699194,6.423853817,1
kind_1,17.25044193,4.057196482,1
kind_4,17.09888427,4.06109598,1
kind_3,17.8404729,4.113402322,1
kind_2,21.59487543,4.957568262,0
kind_2,19.97896746,6.421487621,0
kind_3,18.87330261,4.064219539,1
kind_2,17.1367965,4.171015347,0
kind_3,20.30738238,6.361417608,0
kind_2,17.94509679,4.063210561,1
kind_3,20.49517399,4.438312336,0
kind_2,17.46416807,6.408833816,0
kind_4,30.26548539,4.057191936,0
kind_1,25.82748933,4.10212053,0
kind_4,17.4666502,4.057169435,0
kind_1,17.28377803,6.424092703,1
kind_3,38.82705975,5.934859646,1
kind_4,18.55489577,4.094653754,1
kind_3,24.71470315,5.108234664,0
kind_1,17.66171513,6.424112311,1
kind_3,28.76223227,6.397006913,0
kind_3,28.09063131,4.057171614,0
kind_4,41.23604184,4.057169517,1
kind_4,23.30109964,6.424026655,1
kind_3,17.18015416,4.059902077,1
kind_1,28.08511449,6.066576486,0
kind_4,25.68493491,4.108528417,1
kind_2,19.03384841,6.424113726,1
kind_2,18.76376288,6.42258925,0
kind_2,17.80549067,4.121546151,0
kind_4,23.26435412,4.058653075,0
kind_4,19.67875904,6.393177896,0
kind_3,18.40146825,5.895866908,0
kind_3,18.00289699,4.338182773,1
kind_2,17.73305464,6.424108518,1
kind_2,18.71449904,4.114775558,0
kind_2,20.80888587,6.423059438,0
kind_3,18.33715258,4.057176593,0
kind_2,23.89464938,6.403516196,0
kind_1,17.53218208,4.191914221,1
kind_3,19.90458072,4.059161971,0
kind_3,20.36356393,4.158973362,0
kind_1,19.09435801,6.424113293,1
kind_4,18.96280843,4.086161901,1
kind_2,17.65811548,4.220727579,0
kind_3,17.75983925,4.072450571,0
kind_2,17.24361536,6.17572399,0
kind_2,19.46696691,4.125816566,0
kind_3,18.41750178,6.424060507,0
kind_2,17.00696272,6.419640296,1
kind_4,17.37357087,6.424056581,0
kind_4,26.01642585,4.057217236,1
kind_3,18.01714519,6.315425543,1
kind_4,17.03724377,4.057324129,1
kind_1,28.57542147,5.804106354,0
kind_2,18.44666468,6.417187763,0
kind_1,17.47002267,6.421831289,1
kind_2,19.23871362,4.510745241,0
kind_4,17.00411817,4.072408263,1
kind_2,19.30881891,4.708489985,0
kind_1,17.93970753,6.423859047,0
kind_1,20.77710669,6.258345118,0
kind_4,17.73739507,6.414743738,1
kind_1,20.42099986,4.057169112,1
kind_2,19.59501057,4.059789888,1
kind_2,18.16160163,4.060864633,0
kind_1,18.05582698,5.227187317,1
kind_4,24.3185538,4.057271513,1
kind_2,17.11091048,6.214046336,0
kind_1,21.89949982,5.356348489,1
kind_2,23.59386314,6.423996429,1
kind_2,20.65422424,6.284969191,0
kind_1,17.89108059,6.391637108,1
kind_4,19.55791723,6.423863933,0
kind_4,17.00366788,4.073018449,0
kind_2,21.33395787,5.569246039,0
kind_2,18.76841721,4.05747784,1
kind_1,20.40940615,6.057644805,0
kind_1,17.53921208,4.057170381,0
kind_1,18.57971505,4.067138079,0
kind_4,18.75820053,4.057382252,1
kind_1,20.71340674,6.422467653,1
kind_4,28.84647279,4.679069624,1
kind_2,17.761558,4.060456179,0
kind_4,25.23092418,5.822893271,0
kind_2,18.56788494,6.358765126,0
kind_3,22.98180413,6.411692255,0
kind_1,18.69835884,4.608993896,0
kind_1,18.27294406,6.411054236,1
kind_3,19.53207247,6.085160831,0
kind_3,17.0473526,4.076575387,0
kind_3,49.89461073,5.602153254,1
kind_4,18.76677066,6.144318358,0
kind_1,31.262979,5.829287203,0
kind_3,17.6214254,6.424096804,0
kind_4,25.33452896,4.057513861,0
kind_1,18.44165128,4.141141527,1
kind_3,18.58564849,6.338474178,1
kind_2,17.43735608,4.057169036,0
kind_1,19.45435925,6.424096179,1
kind_3,18.3438397,6.42402702,1
kind_4,18.51139918,4.064191704,0
kind_3,19.20357283,6.039201378,0
kind_4,24.18090695,4.129411648,0
kind_2,16.99887657,6.423924242,1
kind_2,17.00299711,4.814298263,0
kind_3,17.01440281,4.886739195,1
kind_4,17.57401937,4.057180717,0
kind_1,17.00768462,6.403751932,1
kind_2,18.52072418,4.233619488,1
kind_1,17.274158,6.423776605,1
kind_3,17.94175946,4.06018331,0
kind_4,19.39569653,4.178490586,1
kind_2,17.17876275,4.057243961,0
kind_3,18.11986221,6.101902567,0
kind_4,17.13443883,6.074483217,0
kind_4,19.17367817,4.162857318,0
kind_3,17.42237917,4.057174988,1
kind_3,22.04946609,4.057168992,1
kind_2,19.91469292,6.381970368,0
kind_3,17.03184159,6.395666837,1
kind_3,27.31628418,4.057311347,1
kind_3,17.62429821,4.451669315,1
kind_4,21.63798336,4.166970417,0
kind_3,35.97530828,4.413948426,0
kind_1,17.97209787,6.422094891,1
kind_4,17.00456268,4.086388167,1
kind_1,27.45763141,6.42400388,1
kind_1,17.9101369,6.352596368,1
kind_2,17.19255432,5.77367894,1
kind_4,17.00197583,4.057555862,1
kind_4,17.7885266,5.964913075,1
kind_4,17.68409842,4.057221214,1
kind_3,17.05621299,6.188560136,0
kind_1,17.96833956,6.42384453,0
kind_4,17.18789173,4.057391455,0
kind_1,19.07453967,5.821107884,1
kind_3,21.76186166,6.423553855,0
kind_4,18.0447712,6.419057483,1
kind_3,17.00075583,4.437976724,0
kind_1,21.8162438,6.424106049,1
kind_3,18.67643219,4.057255172,0
kind_2,17.27011778,6.423915093,0
kind_4,17.33787011,4.0574769,1
kind_2,19.38708446,4.057674279,0
kind_1,20.14022913,6.361220221,0
kind_1,42.1362503,4.057576838,0
kind_1,17.38889452,4.057376536,0
kind_3,17.48594631,6.424042847,0
kind_2,17.38392338,6.414726182,0
kind_3,27.13312451,6.419049566,0
kind_3,31.98164781,4.099110655,0
kind_4,20.37272326,4.102691114,1
kind_4,20.80942774,5.338841034,0
kind_1,17.19790611,6.221582139,1
kind_2,30.91524458,6.424107214,1
kind_2,19.95559059,6.375258749,1
kind_3,28.02092366,4.142087008,0
kind_2,17.51442678,4.105801343,0
kind_3,21.0521039,6.243306495,0
kind_2,22.98200203,4.320114654,0
kind_4,17.50949057,6.258615133,0
kind_1,21.25028031,6.422234305,1
kind_2,17.25296279,4.335338901,0
kind_1,19.44099516,4.236252174,1
kind_3,19.50246171,4.397853743,1
kind_2,17.35206673,6.414404417,0
kind_2,18.88881095,6.402163295,1
kind_4,24.98164891,5.968785411,0
kind_3,20.58691667,4.086039772,1
kind_1,17.12288568,6.424112534,1
kind_3,18.79454879,4.193676992,1
kind_1,24.40701568,5.464675294,1
kind_2,18.53197231,4.071454997,1
kind_2,23.37323666,4.057738368,0
kind_4,19.30418696,4.429829058,0
kind_4,17.31363532,4.062086424,1
kind_3,23.56047358,4.140001228,0
kind_4,17.03630434,4.278390908,0
kind_2,17.21204137,6.423756617,1
kind_3,17.52936424,5.766492082,0
kind_3,17.57230843,4.05716906,0
kind_4,18.77066421,4.237521627,1
kind_2,17.7485883,4.087191588,0
kind_3,21.4977588,4.077249027,0
kind_4,22.33350057,6.409104271,0
kind_2,17.26471383,4.617197447,0
kind_2,17.45603039,4.198180533,0
kind_3,27.18597479,4.668703122,0
kind_1,18.39940642,6.424113445,1
kind_3,24.49711352,4.074537153,1
kind_2,17.00426325,4.079509052,1
kind_3,18.01243107,4.057185304,1
kind_4,17.95865954,4.058693147,1
kind_4,18.9625424,4.057173129,0
kind_3,19.22613053,6.42254224,1
kind_3,29.82804238,4.307461037,1
kind_4,17.39304129,5.169102737,1
kind_3,17.10995155,4.385656426,1
kind_4,35.18002962,4.226942027,1
kind_4,21.85311489,4.177438898,0
kind_4,17.22401242,6.423392396,1
kind_3,21.26862117,6.422736923,1
kind_2,19.86551395,6.260302426,1
kind_1,17.07337044,4.057192941,1
kind_1,18.48196133,6.415194112,1
kind_4,17.98505632,4.157164107,0
kind_2,17.71417901,6.424095639,1
kind_4,17.50755032,4.733268177,0
kind_1,17.01393569,6.424111373,1
kind_4,18.57754683,6.424038393,0
kind_2,18.55167479,5.728829765,1
kind_4,24.18361237,4.403364042,0
kind_4,17.97716298,4.057775531,0
kind_4,17.01257039,4.05909987,1
kind_3,27.01983733,4.057169442,0
kind_1,19.76653843,6.421564394,1
kind_1,20.00523901,4.063835751,1
kind_1,18.74868929,6.424107895,1
kind_4,18.96562172,4.057182265,1
kind_1,17.12308445,4.606822116,1
kind_3,24.49383159,5.145303717,0
kind_2,17.28651921,6.402354341,1
kind_3,17.00583934,6.26218285,1
kind_3,17.76368596,4.057652128,1
kind_2,20.06591073,6.423880811,1
kind_2,18.62237933,6.417965421,1
kind_4,21.28251322,4.05716902,0
kind_1,40.57397821,4.066063262,0
kind_3,17.00959541,4.057267492,0
kind_1,23.24812878,4.182412534,1
kind_1,19.36671031,6.424044471,1
kind_1,17.9284675,6.424109171,1
kind_3,27.68982104,4.069544668,1
kind_3,17.27542856,4.164910105,1
kind_4,18.95486889,4.057170601,0
kind_4,21.18653629,6.333700407,1
kind_2,32.98821727,4.057489158,0
kind_2,17.09322346,4.836638776,1
kind_3,17.6175143,6.382973314,1
kind_2,21.39474867,6.422764914,1
kind_1,20.49262299,4.057183596,1
kind_1,17.15744811,5.456080714,1
kind_3,22.94881723,6.410856476,1
kind_2,24.88158882,4.088315269,1
kind_2,20.96619544,4.070420197,0
kind_4,19.34027112,6.422998686,1
kind_1,17.00408522,6.362826968,1
kind_1,20.22254652,5.728783524,1
kind_3,24.77915874,4.802770301,1
kind_2,17.01183006,5.24792399,1
kind_1,41.14159453,4.098301453,1
kind_4,21.12432739,4.057184345,0
kind_4,20.0428545,4.057499437,0
kind_3,17.2061647,6.423833767,0
kind_4,22.76660305,4.059644707,0
kind_3,18.48409265,4.163357086,0
kind_3,17.07774992,6.419520518,0
kind_3,21.7070864,4.965070116,0
kind_4,17.59910047,5.065116206,1
kind_2,20.04005106,6.423742888,0
kind_4,28.21100733,4.093367797,0
kind_4,17.61231462,4.057169118,0
kind_2,18.41309844,4.123757029,1
kind_1,23.2098067,6.423364284,1
kind_2,17.86023763,6.418602452,1
kind_3,25.22391531,4.07272567,0
kind_3,19.73283204,4.057171222,0
kind_3,19.79814389,6.339572425,0
kind_2,17.02367472,6.42383921,0
kind_4,25.27248966,4.05716949,0
kind_4,25.54066408,4.057169237,0
kind_3,28.29913356,5.005551352,1
kind_2,21.09285552,5.685004057,1
kind_3,20.52734892,6.413050268,0
kind_1,19.31483538,6.363717853,1
kind_4,17.34710091,6.35425258,0
kind_2,17.08515821,6.396691438,1
kind_3,19.52635774,4.166032453,0
kind_3,17.76202219,4.066001149,1
kind_1,20.94208009,6.424108771,1
kind_4,17.36669434,5.804518034,0
kind_1,17.1658265,6.423765903,1
kind_4,25.8925103,4.058986682,0
kind_3,31.75334867,4.057328282,0
kind_3,20.67934269,6.424109654,0
kind_1,26.94923793,4.316058469,1
kind_2,19.36258584,6.146718503,0
kind_2,17.76598483,4.178707386,1
kind_2,17.25367807,4.790645247,0
kind_1,17.17863423,6.414411213,1
kind_2,17.3023553,6.415888191,0
kind_2,21.81011693,5.784040075,1
kind_1,19.12228113,4.587419803,0
kind_2,19.37660555,5.55902808,1
kind_1,18.81516888,6.408956335,1
kind_2,19.67670751,6.424113487,0
kind_2,25.05440708,4.057460765,0
kind_2,18.6794502,5.926465354,0
kind_3,23.45890504,4.065136228,0
kind_3,25.82726488,4.55160985,0
kind_3,19.61549708,4.599184378,1
kind_1,17.38697826,6.421873707,1
kind_1,46.77637677,4.061893562,1
kind_3,17.31904744,4.05883275,1
kind_3,19.83666487,4.087264753,0
kind_3,17.80636377,4.058761261,1
kind_1,20.19731744,4.057236675,1
kind_3,24.55434285,4.118992638,1
kind_4,18.22886156,4.057169008,0
kind_2,19.507993,6.424105875,0
kind_1,17.22806162,4.059063012,1
kind_2,17.65859187,4.516662899,1
kind_4,18.32233127,6.424107711,1
kind_3,17.02243905,4.256090546,1
kind_1,18.85393597,4.301874384,1
kind_2,19.67002518,4.057908475,0
kind_2,20.5481688,6.374001687,0
kind_3,20.4844254,6.391758921,0
kind_3,20.9115787,4.126535015,0
kind_3,21.07651498,4.058555228,1
kind_4,19.81061411,4.057170249,0
kind_1,17.92899252,6.423278911,1
kind_2,17.95468969,6.300179822,0
kind_1,19.06671593,6.390624012,1
kind_3,22.42710008,5.561931102,0
kind_4,21.03073423,4.059407381,1
kind_3,31.70149057,6.424113732,0
kind_2,22.8343709,6.424108853,0
kind_3,33.08158371,6.41889259,1
kind_2,18.9272008,4.101509463,0
kind_2,20.52367283,6.299882738,0
kind_1,17.72568053,4.057234664,1
kind_2,18.51138641,5.800477457,1
kind_2,18.09246591,6.403106435,1
kind_3,17.49621027,4.057193455,0
kind_3,21.1239439,5.978043002,1
kind_1,19.83288823,5.715275006,0
kind_4,21.57289393,4.978583698,1
kind_1,17.46197402,6.424110372,1
kind_1,19.67121679,6.396689208,1
kind_4,17.02163116,4.076064317,1
kind_1,17.17567024,4.057198892,1
kind_2,20.6998978,6.380443853,0
kind_3,23.70907154,4.099191429,0
kind_1,17.17780678,4.744121211,1
kind_1,17.19014571,6.424064857,1
kind_3,19.59142422,6.415727785,1
kind_1,36.9836246,6.423817108,1
kind_2,23.79540088,6.422858002,1
kind_2,22.91563978,6.424098321,0
kind_3,17.84890278,6.423384246,1
kind_4,18.066498,4.103406596,1
kind_3,17.26463005,4.05913887,0
kind_3,19.8528233,4.057251611,0
kind_3,17.92644056,6.058679969,0
kind_4,17.06444817,5.421225494,0
